Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zinc
chiselsandbits:block_bit:0, Chiseled Bit - Block of Brass
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Granite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Granite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Granite
chiselsandbits:block_bit:0, Chiseled Bit - Granite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - White Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Firestone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Rusty Ladder
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Boron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Boron Block
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Block
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Beryllium Block
chiselsandbits:block_bit:0, Chiseled Bit - Zirconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Manganese Block
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Fission Reactor Casing
chiselsandbits:block_bit:0, Chiseled Bit - Blast Block
chiselsandbits:block_bit:0, Chiseled Bit - Empty Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Water Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Gold Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Helium Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Enderium Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Cryotheum Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Iron Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Copper Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Tin Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Thorium-230 Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium-238 Block
chiselsandbits:block_bit:0, Chiseled Bit - Neptunium-237 Block
chiselsandbits:block_bit:0, Chiseled Bit - Plutonium-242 Block
chiselsandbits:block_bit:0, Chiseled Bit - Americium-243 Block
chiselsandbits:block_bit:0, Chiseled Bit - Curium-246 Block
chiselsandbits:block_bit:0, Chiseled Bit - Berkelium-247 Block
chiselsandbits:block_bit:0, Chiseled Bit - Californium-252 Block
chiselsandbits:block_bit:0, Chiseled Bit - Fusion Connector
chiselsandbits:block_bit:0, Chiseled Bit - Wasteland Earth
chiselsandbits:block_bit:0, Chiseled Bit - Tritium Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Electrotine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble
chiselsandbits:block_bit:0, Chiseled Bit - Marble Brick
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Peridot
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrotine
chiselsandbits:block_bit:0, Chiseled Bit - Naquadah Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Block
chiselsandbits:block_bit:0, Chiseled Bit - Tiberium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aurorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Prometheum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Duranite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Valyrium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vibranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Karmesine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ovium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Jauxum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Palladium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uru Ore
chiselsandbits:block_bit:0, Chiseled Bit - Osram Ore
chiselsandbits:block_bit:0, Chiseled Bit - Eezo Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tiberium Block
chiselsandbits:block_bit:0, Chiseled Bit - Aurorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Prometheum Block
chiselsandbits:block_bit:0, Chiseled Bit - Duranite Block
chiselsandbits:block_bit:0, Chiseled Bit - Valyrium Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Karmesine Block
chiselsandbits:block_bit:0, Chiseled Bit - Ovium Block
chiselsandbits:block_bit:0, Chiseled Bit - Jauxum Block
chiselsandbits:block_bit:0, Chiseled Bit - Palladium Block
chiselsandbits:block_bit:0, Chiseled Bit - Uru Block
chiselsandbits:block_bit:0, Chiseled Bit - Osram Block
chiselsandbits:block_bit:0, Chiseled Bit - Abyssum Block
chiselsandbits:block_bit:0, Chiseled Bit - Eezo Block
chiselsandbits:block_bit:0, Chiseled Bit - Terrax Block
chiselsandbits:block_bit:0, Chiseled Bit - Triberium Block
chiselsandbits:block_bit:0, Chiseled Bit - Fractum Block
chiselsandbits:block_bit:0, Chiseled Bit - Violium Block
chiselsandbits:block_bit:0, Chiseled Bit - Proxii Block
chiselsandbits:block_bit:0, Chiseled Bit - Tritonite Block
chiselsandbits:block_bit:0, Chiseled Bit - Ignitz Block
chiselsandbits:block_bit:0, Chiseled Bit - Imperomite Block
chiselsandbits:block_bit:0, Chiseled Bit - Solarium Block
chiselsandbits:block_bit:0, Chiseled Bit - Nihilite Block
chiselsandbits:block_bit:0, Chiseled Bit - Adamant Block
chiselsandbits:block_bit:0, Chiseled Bit - Dyonite Block
chiselsandbits:block_bit:0, Chiseled Bit - Nucleum Block
chiselsandbits:block_bit:0, Chiseled Bit - Lumix Block
chiselsandbits:block_bit:0, Chiseled Bit - Seismum Block
chiselsandbits:block_bit:0, Chiseled Bit - Astrium Block
chiselsandbits:block_bit:0, Chiseled Bit - Niob Block
chiselsandbits:block_bit:0, Chiseled Bit - Yrdeen Block
chiselsandbits:block_bit:0, Chiseled Bit - Iox Block
chiselsandbits:block_bit:0, Chiseled Bit - Meteorite Cobble Block
chiselsandbits:block_bit:0, Chiseled Bit - Meteorite Cobble Block
chiselsandbits:block_bit:0, Chiseled Bit - Meteorite Block
chiselsandbits:block_bit:0, Chiseled Bit - Obsidiorite Block
chiselsandbits:block_bit:0, Chiseled Bit - Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dilithium Block
chiselsandbits:block_bit:0, Chiseled Bit - Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Rutile Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Block
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Block
chiselsandbits:block_bit:0, Chiseled Bit - Gold Coil
chiselsandbits:block_bit:0, Chiseled Bit - Copper Coil
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Coil
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Coil
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Coil
chiselsandbits:block_bit:0, Chiseled Bit - Launch Pad
chiselsandbits:block_bit:0, Chiseled Bit - Moon Turf
chiselsandbits:block_bit:0, Chiseled Bit - Dark Moon Turf
chiselsandbits:block_bit:0, Chiseled Bit - Oxidized Ferric Sand
chiselsandbits:block_bit:0, Chiseled Bit - Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Geode Block
chiselsandbits:block_bit:0, Chiseled Bit - Vitrified Sand
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Drill Down
chiselsandbits:block_bit:0, Chiseled Bit - Solar Panel
chiselsandbits:block_bit:0, Chiseled Bit - Gas Intake
chiselsandbits:block_bit:0, Chiseled Bit - Station Light
chiselsandbits:block_bit:0, Chiseled Bit - Lightwood planks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Landing Float
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Aluminide Block
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Iridium Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
